chromosome	start	end	width	test	ref
Chr08	1	10000	10000	327	267
Chr08	5001	15000	10000	306	304
Chr08	10001	20000	10000	374	375
Chr08	15001	25000	10000	361	336
Chr08	20001	30000	10000	365	350
Chr08	25001	35000	10000	424	395
Chr08	30001	40000	10000	344	324
Chr08	35001	45000	10000	282	311
Chr08	40001	50000	10000	306	346
Chr08	45001	55000	10000	413	387
Chr08	50001	60000	10000	467	372
Chr08	55001	65000	10000	411	365
Chr08	60001	70000	10000	398	419
Chr08	65001	75000	10000	428	393
Chr08	70001	80000	10000	513	464
Chr08	75001	85000	10000	544	492
Chr08	80001	90000	10000	422	381
Chr08	85001	95000	10000	334	330
Chr08	90001	100000	10000	342	286
Chr08	95001	105000	10000	392	332
Chr08	100001	110000	10000	421	357
Chr08	105001	115000	10000	383	311
Chr08	110001	120000	10000	298	302
Chr08	115001	125000	10000	343	380
Chr08	120001	130000	10000	408	402
Chr08	125001	135000	10000	382	361
Chr08	130001	140000	10000	3020	3325
Chr08	135001	145000	10000	2993	3302
Chr08	140001	150000	10000	367	325
Chr08	145001	155000	10000	429	353
Chr08	150001	160000	10000	398	353
Chr08	155001	165000	10000	342	306
Chr08	160001	170000	10000	345	293
Chr08	165001	175000	10000	311	261
Chr08	170001	180000	10000	316	285
Chr08	175001	185000	10000	362	322
Chr08	180001	190000	10000	370	318
Chr08	185001	195000	10000	346	320
Chr08	190001	200000	10000	331	306
Chr08	195001	205000	10000	366	343
Chr08	200001	210000	10000	384	384
Chr08	205001	215000	10000	341	339
Chr08	210001	220000	10000	286	275
Chr08	215001	225000	10000	363	344
Chr08	220001	230000	10000	443	397
Chr08	225001	235000	10000	434	415
Chr08	230001	240000	10000	402	418
Chr08	235001	245000	10000	391	380
Chr08	240001	250000	10000	309	287
Chr08	245001	255000	10000	265	244
Chr08	250001	260000	10000	394	376
Chr08	255001	265000	10000	425	419
Chr08	260001	270000	10000	380	358
Chr08	265001	275000	10000	386	339
Chr08	270001	280000	10000	389	333
Chr08	275001	285000	10000	376	298
Chr08	280001	290000	10000	333	262
Chr08	285001	295000	10000	275	238
Chr08	290001	300000	10000	299	254
Chr08	295001	305000	10000	369	325
Chr08	300001	310000	10000	371	338
Chr08	305001	315000	10000	322	268
Chr08	310001	320000	10000	336	245
Chr08	315001	325000	10000	388	343
Chr08	320001	330000	10000	413	393
Chr08	325001	335000	10000	416	380
Chr08	330001	340000	10000	382	323
Chr08	335001	345000	10000	339	288
Chr08	340001	350000	10000	325	272
Chr08	345001	355000	10000	315	130
Chr08	350001	360000	10000	340	14
Chr08	355001	365000	10000	278	45
Chr08	360001	370000	10000	297	213
Chr08	365001	375000	10000	320	262
Chr08	370001	380000	10000	294	292
Chr08	375001	385000	10000	376	390
Chr08	380001	390000	10000	404	412
Chr08	385001	395000	10000	409	412
Chr08	390001	400000	10000	371	345
Chr08	395001	405000	10000	320	279
Chr08	400001	410000	10000	321	277
Chr08	405001	415000	10000	355	288
Chr08	410001	420000	10000	335	248
Chr08	415001	425000	10000	367	234
Chr08	420001	430000	10000	319	210
Chr08	425001	435000	10000	218	178
Chr08	430001	440000	10000	356	244
Chr08	435001	445000	10000	332	201
Chr08	440001	450000	10000	168	49
Chr08	445001	455000	10000	244	118
Chr08	450001	460000	10000	393	284
Chr08	455001	465000	10000	444	372
Chr08	460001	470000	10000	379	337
Chr08	465001	475000	10000	389	326
Chr08	470001	480000	10000	433	355
Chr08	475001	485000	10000	433	353
Chr08	480001	490000	10000	391	349
Chr08	485001	495000	10000	347	328
Chr08	490001	500000	10000	391	388
Chr08	495001	505000	10000	371	403
Chr08	500001	510000	10000	368	347
Chr08	505001	515000	10000	362	293
Chr08	510001	520000	10000	346	321
Chr08	515001	525000	10000	368	370
Chr08	520001	530000	10000	328	321
Chr08	525001	535000	10000	162	263
Chr08	530001	540000	10000	131	331
Chr08	535001	545000	10000	229	411
Chr08	540001	550000	10000	238	393
Chr08	545001	555000	10000	301	322
Chr08	550001	560000	10000	266	306
Chr08	555001	565000	10000	221	313
Chr08	560001	570000	10000	296	307
Chr08	565001	575000	10000	308	287
Chr08	570001	580000	10000	351	324
Chr08	575001	585000	10000	419	390
Chr08	580001	590000	10000	523	328
Chr08	585001	595000	10000	493	146
Chr08	590001	600000	10000	383	1
Chr08	595001	605000	10000	231	2
Chr08	600001	610000	10000	209	22
Chr08	605001	615000	10000	329	149
Chr08	610001	620000	10000	395	325
Chr08	615001	625000	10000	432	367
Chr08	620001	630000	10000	331	343
Chr08	625001	635000	10000	360	337
Chr08	630001	640000	10000	325	307
Chr08	635001	645000	10000	251	261
Chr08	640001	650000	10000	226	248
Chr08	645001	655000	10000	240	248
Chr08	650001	660000	10000	309	266
Chr08	655001	665000	10000	256	245
Chr08	660001	670000	10000	203	258
Chr08	665001	675000	10000	337	351
Chr08	670001	680000	10000	427	421
Chr08	675001	685000	10000	303	354
Chr08	680001	690000	10000	220	246
Chr08	685001	695000	10000	272	151
Chr08	690001	700000	10000	306	59
Chr08	695001	705000	10000	242	84
Chr08	700001	710000	10000	252	99
Chr08	705001	715000	10000	375	78
Chr08	710001	720000	10000	462	43
Chr08	715001	725000	10000	455	21
Chr08	720001	730000	10000	298	48
Chr08	725001	735000	10000	159	108
Chr08	730001	740000	10000	137	130
Chr08	735001	745000	10000	97	98
Chr08	740001	750000	10000	121	94
Chr08	745001	755000	10000	281	104
Chr08	750001	760000	10000	316	75
Chr08	755001	765000	10000	278	43
Chr08	760001	770000	10000	301	18
Chr08	765001	775000	10000	333	127
Chr08	770001	780000	10000	380	292
Chr08	775001	785000	10000	386	352
Chr08	780001	790000	10000	353	341
Chr08	785001	795000	10000	271	289
Chr08	790001	800000	10000	287	339
Chr08	795001	805000	10000	334	371
Chr08	800001	810000	10000	298	326
Chr08	805001	815000	10000	401	397
Chr08	810001	820000	10000	534	631
Chr08	815001	825000	10000	450	551
Chr08	820001	830000	10000	308	346
Chr08	825001	835000	10000	1660	2076
Chr08	830001	840000	10000	1705	2092
Chr08	835001	845000	10000	1064	1400
Chr08	840001	850000	10000	1070	1394
Chr08	845001	855000	10000	311	309
Chr08	850001	860000	10000	279	248
Chr08	855001	865000	10000	326	320
Chr08	860001	870000	10000	374	341
Chr08	865001	875000	10000	435	464
Chr08	870001	880000	10000	355	406
Chr08	875001	885000	10000	271	278
Chr08	880001	890000	10000	359	367
Chr08	885001	895000	10000	379	366
Chr08	890001	900000	10000	379	424
Chr08	895001	905000	10000	386	390
Chr08	900001	910000	10000	397	319
Chr08	905001	915000	10000	394	310
Chr08	910001	920000	10000	343	279
Chr08	915001	925000	10000	281	282
Chr08	920001	930000	10000	268	316
Chr08	925001	935000	10000	329	346
Chr08	930001	940000	10000	404	361
Chr08	935001	945000	10000	554	521
Chr08	940001	950000	10000	485	498
Chr08	945001	955000	10000	347	334
Chr08	950001	960000	10000	380	338
Chr08	955001	965000	10000	362	350
Chr08	960001	970000	10000	303	315
Chr08	965001	975000	10000	341	306
Chr08	970001	980000	10000	395	329
Chr08	975001	985000	10000	334	308
Chr08	980001	990000	10000	259	242
Chr08	985001	995000	10000	276	230
Chr08	990001	1000000	10000	314	297
Chr08	995001	1005000	10000	285	288
Chr08	1000001	1010000	10000	288	291
Chr08	1005001	1015000	10000	338	344
Chr08	1010001	1020000	10000	327	330
Chr08	1015001	1025000	10000	306	300
Chr08	1020001	1030000	10000	349	315
Chr08	1025001	1035000	10000	349	307
Chr08	1030001	1040000	10000	322	313
Chr08	1035001	1045000	10000	335	378
Chr08	1040001	1050000	10000	305	333
Chr08	1045001	1055000	10000	360	297
Chr08	1050001	1060000	10000	403	331
Chr08	1055001	1065000	10000	358	297
Chr08	1060001	1070000	10000	388	310
Chr08	1065001	1075000	10000	360	309
Chr08	1070001	1080000	10000	308	263
Chr08	1075001	1085000	10000	156	139
Chr08	1080001	1090000	10000	188	168
Chr08	1085001	1095000	10000	321	322
Chr08	1090001	1100000	10000	221	249
Chr08	1095001	1105000	10000	198	227
Chr08	1100001	1110000	10000	245	239
Chr08	1105001	1115000	10000	228	220
Chr08	1110001	1120000	10000	265	288
Chr08	1115001	1125000	10000	373	284
Chr08	1120001	1130000	10000	373	258
Chr08	1125001	1135000	10000	385	342
Chr08	1130001	1140000	10000	424	391
Chr08	1135001	1145000	10000	375	379
Chr08	1140001	1150000	10000	297	322
Chr08	1145001	1155000	10000	286	268
Chr08	1150001	1160000	10000	321	263
Chr08	1155001	1165000	10000	320	297
Chr08	1160001	1170000	10000	273	331
Chr08	1165001	1175000	10000	266	309
Chr08	1170001	1180000	10000	355	326
Chr08	1175001	1185000	10000	349	293
Chr08	1180001	1190000	10000	312	254
Chr08	1185001	1195000	10000	327	303
Chr08	1190001	1200000	10000	283	282
Chr08	1195001	1205000	10000	316	292
Chr08	1200001	1210000	10000	374	357
Chr08	1205001	1215000	10000	369	326
Chr08	1210001	1220000	10000	414	268
Chr08	1215001	1225000	10000	256	152
Chr08	1220001	1230000	10000	60	48
Chr08	1225001	1235000	10000	93	64
Chr08	1230001	1240000	10000	216	168
Chr08	1235001	1245000	10000	335	325
Chr08	1240001	1250000	10000	287	318
Chr08	1245001	1255000	10000	183	196
Chr08	1250001	1260000	10000	240	223
Chr08	1255001	1265000	10000	383	318
Chr08	1260001	1270000	10000	443	373
Chr08	1265001	1275000	10000	377	335
Chr08	1270001	1280000	10000	355	302
Chr08	1275001	1285000	10000	366	314
Chr08	1280001	1290000	10000	342	325
Chr08	1285001	1295000	10000	340	329
Chr08	1290001	1300000	10000	408	356
Chr08	1295001	1305000	10000	430	398
Chr08	1300001	1310000	10000	338	342
Chr08	1305001	1315000	10000	295	282
Chr08	1310001	1320000	10000	277	276
Chr08	1315001	1325000	10000	316	306
Chr08	1320001	1330000	10000	382	400
Chr08	1325001	1335000	10000	411	450
Chr08	1330001	1340000	10000	421	431
Chr08	1335001	1345000	10000	399	408
Chr08	1340001	1350000	10000	370	365
Chr08	1345001	1355000	10000	349	307
Chr08	1350001	1360000	10000	350	307
Chr08	1355001	1365000	10000	347	356
Chr08	1360001	1370000	10000	337	336
Chr08	1365001	1375000	10000	378	317
Chr08	1370001	1380000	10000	395	274
Chr08	1375001	1385000	10000	204	126
Chr08	1380001	1390000	10000	119	134
Chr08	1385001	1395000	10000	218	259
Chr08	1390001	1400000	10000	316	347
Chr08	1395001	1405000	10000	349	354
Chr08	1400001	1410000	10000	265	246
Chr08	1405001	1415000	10000	297	259
Chr08	1410001	1420000	10000	384	324
Chr08	1415001	1425000	10000	347	337
Chr08	1420001	1430000	10000	278	335
Chr08	1425001	1435000	10000	335	346
Chr08	1430001	1440000	10000	314	310
Chr08	1435001	1445000	10000	261	310
Chr08	1440001	1450000	10000	298	347
Chr08	1445001	1455000	10000	356	384
Chr08	1450001	1460000	10000	360	334
Chr08	1455001	1465000	10000	347	283
Chr08	1460001	1470000	10000	289	276
Chr08	1465001	1475000	10000	309	308
Chr08	1470001	1480000	10000	383	367
Chr08	1475001	1485000	10000	332	314
Chr08	1480001	1490000	10000	341	316
Chr08	1485001	1495000	10000	300	304
Chr08	1490001	1500000	10000	219	168
Chr08	1495001	1505000	10000	286	169
Chr08	1500001	1510000	10000	325	315
Chr08	1505001	1515000	10000	318	334
Chr08	1510001	1520000	10000	292	273
Chr08	1515001	1525000	10000	1590	1619
Chr08	1520001	1530000	10000	1647	1650
Chr08	1525001	1535000	10000	400	367
Chr08	1530001	1540000	10000	414	379
Chr08	1535001	1545000	10000	346	340
Chr08	1540001	1550000	10000	317	340
Chr08	1545001	1555000	10000	1072	1360
Chr08	1550001	1560000	10000	1054	1332
Chr08	1555001	1565000	10000	294	307
Chr08	1560001	1570000	10000	270	311
Chr08	1565001	1575000	10000	203	290
Chr08	1570001	1580000	10000	188	272
Chr08	1575001	1585000	10000	264	237
Chr08	1580001	1590000	10000	399	327
Chr08	1585001	1595000	10000	392	385
Chr08	1590001	1600000	10000	349	383
Chr08	1595001	1605000	10000	416	418
Chr08	1600001	1610000	10000	423	388
Chr08	1605001	1615000	10000	419	377
Chr08	1610001	1620000	10000	445	417
Chr08	1615001	1625000	10000	423	363
Chr08	1620001	1630000	10000	385	299
Chr08	1625001	1635000	10000	337	299
Chr08	1630001	1640000	10000	289	277
Chr08	1635001	1645000	10000	301	286
Chr08	1640001	1650000	10000	319	305
Chr08	1645001	1655000	10000	326	298
Chr08	1650001	1660000	10000	340	317
Chr08	1655001	1665000	10000	366	293
Chr08	1660001	1670000	10000	351	294
Chr08	1665001	1675000	10000	334	355
Chr08	1670001	1680000	10000	333	325
Chr08	1675001	1685000	10000	361	303
Chr08	1680001	1690000	10000	356	335
Chr08	1685001	1695000	10000	313	341
Chr08	1690001	1700000	10000	262	243
Chr08	1695001	1705000	10000	256	230
Chr08	1700001	1710000	10000	329	329
Chr08	1705001	1715000	10000	408	378
Chr08	1710001	1720000	10000	353	308
Chr08	1715001	1725000	10000	266	219
Chr08	1720001	1730000	10000	287	237
Chr08	1725001	1735000	10000	325	307
Chr08	1730001	1740000	10000	284	304
Chr08	1735001	1745000	10000	263	284
Chr08	1740001	1750000	10000	331	362
Chr08	1745001	1755000	10000	360	370
Chr08	1750001	1760000	10000	382	384
Chr08	1755001	1765000	10000	310	321
Chr08	1760001	1770000	10000	260	294
Chr08	1765001	1775000	10000	282	330
Chr08	1770001	1780000	10000	238	272
Chr08	1775001	1785000	10000	183	232
Chr08	1780001	1790000	10000	212	208
Chr08	1785001	1795000	10000	318	282
Chr08	1790001	1800000	10000	321	336
Chr08	1795001	1805000	10000	268	278
Chr08	1800001	1810000	10000	328	280
Chr08	1805001	1815000	10000	326	275
Chr08	1810001	1820000	10000	330	300
Chr08	1815001	1825000	10000	323	295
Chr08	1820001	1830000	10000	326	320
Chr08	1825001	1835000	10000	343	348
Chr08	1830001	1840000	10000	334	336
Chr08	1835001	1845000	10000	225	312
Chr08	1840001	1850000	10000	192	260
Chr08	1845001	1855000	10000	333	291
Chr08	1850001	1860000	10000	325	271
Chr08	1855001	1865000	10000	367	290
Chr08	1860001	1870000	10000	421	293
Chr08	1865001	1875000	10000	378	280
Chr08	1870001	1880000	10000	330	286
Chr08	1875001	1885000	10000	360	336
Chr08	1880001	1890000	10000	363	375
Chr08	1885001	1895000	10000	337	358
Chr08	1890001	1900000	10000	358	352
Chr08	1895001	1905000	10000	281	254
Chr08	1900001	1910000	10000	272	237
Chr08	1905001	1915000	10000	357	324
Chr08	1910001	1920000	10000	331	298
Chr08	1915001	1925000	10000	325	298
Chr08	1920001	1930000	10000	350	337
Chr08	1925001	1935000	10000	386	375
Chr08	1930001	1940000	10000	402	399
Chr08	1935001	1945000	10000	377	341
Chr08	1940001	1950000	10000	296	231
Chr08	1945001	1955000	10000	197	155
Chr08	1950001	1960000	10000	212	197
Chr08	1955001	1965000	10000	245	247
Chr08	1960001	1970000	10000	294	286
Chr08	1965001	1975000	10000	381	357
Chr08	1970001	1980000	10000	347	334
Chr08	1975001	1985000	10000	365	347
Chr08	1980001	1990000	10000	342	322
Chr08	1985001	1995000	10000	253	228
Chr08	1990001	2000000	10000	336	306
Chr08	1995001	2005000	10000	318	289
Chr08	2000001	2010000	10000	147	127
Chr08	2005001	2015000	10000	31	48
Chr08	2010001	2020000	10000	15	32
Chr08	2015001	2025000	10000	14	13
Chr08	2020001	2030000	10000	26	22
Chr08	2025001	2035000	10000	27	39
Chr08	2030001	2040000	10000	11	22
Chr08	2035001	2045000	10000	3	1
Chr08	2040001	2050000	10000	143	138
Chr08	2045001	2055000	10000	336	320
Chr08	2050001	2060000	10000	385	362
Chr08	2055001	2065000	10000	311	285
Chr08	2060001	2070000	10000	298	287
Chr08	2065001	2075000	10000	315	334
Chr08	2070001	2080000	10000	344	328
Chr08	2075001	2085000	10000	388	315
Chr08	2080001	2090000	10000	329	246
Chr08	2085001	2095000	10000	327	275
Chr08	2090001	2100000	10000	379	366
Chr08	2095001	2105000	10000	273	292
Chr08	2100001	2110000	10000	87	114
Chr08	2105001	2115000	10000	54	52
Chr08	2110001	2120000	10000	236	171
Chr08	2115001	2125000	10000	316	251
Chr08	2120001	2130000	10000	349	320
Chr08	2125001	2135000	10000	400	353
Chr08	2130001	2140000	10000	250	223
Chr08	2135001	2145000	10000	132	145
Chr08	2140001	2150000	10000	205	205
Chr08	2145001	2155000	10000	319	310
Chr08	2150001	2160000	10000	304	280
Chr08	2155001	2165000	10000	300	270
Chr08	2160001	2170000	10000	322	307
Chr08	2165001	2175000	10000	294	309
Chr08	2170001	2180000	10000	315	354
Chr08	2175001	2185000	10000	281	297
Chr08	2180001	2190000	10000	200	172
Chr08	2185001	2195000	10000	272	204
Chr08	2190001	2200000	10000	326	283
Chr08	2195001	2205000	10000	340	297
Chr08	2200001	2210000	10000	385	327
Chr08	2205001	2215000	10000	374	333
Chr08	2210001	2220000	10000	390	396
Chr08	2215001	2225000	10000	484	459
