chromosome	start	end	width	test	ref
Chr09	1	10000	10000	565	564
Chr09	5001	15000	10000	326	363
Chr09	10001	20000	10000	356	370
Chr09	15001	25000	10000	325	347
Chr09	20001	30000	10000	310	307
Chr09	25001	35000	10000	319	279
Chr09	30001	40000	10000	312	319
Chr09	35001	45000	10000	307	324
Chr09	40001	50000	10000	298	318
Chr09	45001	55000	10000	300	337
Chr09	50001	60000	10000	277	292
Chr09	55001	65000	10000	319	312
Chr09	60001	70000	10000	1872	2160
Chr09	65001	75000	10000	1870	2168
Chr09	70001	80000	10000	361	326
Chr09	75001	85000	10000	354	271
Chr09	80001	90000	10000	371	310
Chr09	85001	95000	10000	328	348
Chr09	90001	100000	10000	285	301
Chr09	95001	105000	10000	314	260
Chr09	100001	110000	10000	398	333
Chr09	105001	115000	10000	411	398
Chr09	110001	120000	10000	351	351
Chr09	115001	125000	10000	354	270
Chr09	120001	130000	10000	319	253
Chr09	125001	135000	10000	293	312
Chr09	130001	140000	10000	351	329
Chr09	135001	145000	10000	340	309
Chr09	140001	150000	10000	360	335
Chr09	145001	155000	10000	368	294
Chr09	150001	160000	10000	328	256
Chr09	155001	165000	10000	377	358
Chr09	160001	170000	10000	414	412
Chr09	165001	175000	10000	500	396
Chr09	170001	180000	10000	487	380
Chr09	175001	185000	10000	397	332
Chr09	180001	190000	10000	398	303
Chr09	185001	195000	10000	297	230
Chr09	190001	200000	10000	214	178
Chr09	195001	205000	10000	309	284
Chr09	200001	210000	10000	408	394
Chr09	205001	215000	10000	367	363
Chr09	210001	220000	10000	299	277
Chr09	215001	225000	10000	342	298
Chr09	220001	230000	10000	375	340
Chr09	225001	235000	10000	382	344
Chr09	230001	240000	10000	333	326
Chr09	235001	245000	10000	302	339
Chr09	240001	250000	10000	312	313
Chr09	245001	255000	10000	272	239
Chr09	250001	260000	10000	234	220
Chr09	255001	265000	10000	252	229
Chr09	260001	270000	10000	277	244
Chr09	265001	275000	10000	213	174
Chr09	270001	280000	10000	303	247
Chr09	275001	285000	10000	424	372
Chr09	280001	290000	10000	302	268
Chr09	285001	295000	10000	139	106
Chr09	290001	300000	10000	54	30
Chr09	295001	305000	10000	77	77
Chr09	300001	310000	10000	127	107
Chr09	305001	315000	10000	149	146
Chr09	310001	320000	10000	193	216
Chr09	315001	325000	10000	337	269
Chr09	320001	330000	10000	408	298
Chr09	325001	335000	10000	382	301
Chr09	330001	340000	10000	389	329
Chr09	335001	345000	10000	323	316
Chr09	340001	350000	10000	297	297
Chr09	345001	355000	10000	350	304
